"","id_no","binomial"
"32703",5514,"Cremnomys elvira"
"32704",5502,"Crateromys heaneyi"
"32705",6104,"Cynopterus horsfieldii"
"32716",13250,"Mesoplodon mirus"
"32718",13344,"Microgale longicaudata"
"32720",14207,"Myotis tricolor"
"32722",17831,"Podoxymys roraimae"
"32723",17884,"Pogonomys macrourus"
"32736",14018,"Mustela lutreola"
"32755",21783,"Thomasomys monochromos"
"32756",5640,"Crocidura zimmeri"
"32757",7667,"Emballonura furax"
"32762",16657,"Peromyscus dickeyi"
"32763",19533,"Rhinolophus cognatus"
"32766",3614,"Calomys lepidus"
"32767",7920,"Vespadelus darlingtoni"
"32772",40024,"Mops leucostigma"
"32839",42582,"Tamias speciosus"
"32841",2612,"Bassaricyon pauli"
"32842",4305,"Chaerephon aloysiisabaudiae"
"32844",136231,"Spermophilus pallidicauda"
"32847",16674,"Peromyscus megalops"
"32849",40603,"Echinosorex gymnura"
"32854",42457,"Marmota flaviventris"
"32856",16271,"Parotomys littledalei"
"32857",39315,"Microtus gerbei"
"32858",41691,"Arctogalidia trivirgata"
"32884",11034,"Kobus megaceros"
"32886",10166,"Hipposideros wollastoni"
"32890",17369,"Pipistrellus wattsi"
"32891",23179,"Zaglossus bruijnii"
"32893",3622,"Calomyscus tsolovi"
"32894",21526,"Taterillus lacustris"
"32895",40025,"Triaenops auritus"
"32896",13319,"Microcavia australis"
"32897",44692,"Platymops setiger"
"32898",16042,"Paracrocidura graueri"
"32899",42694,"Saguinus niger"
"32900",21219,"Sylvisorex vulcanorum"
"32902",29606,"Histiotus humboldti"
"32907",743,"Abrothrix longipilis"
"32908",136708,"Mazama nemorivaga"
"32909",15644,"Otolemur garnettii"
"32914",20949,"Sturnira aratathomasi"
"32915",10119,"Hipposideros cineraceus"
"32924",5585,"Crocidura thalia"
"32927",7909,"Epomops franqueti"
"32928",195277,"Tarsius wallacei"
"32930",18943,"Pygeretmus pumilio"
"32933",17370,"Pipistrellus westralis"
"32939",20740,"Stenocephalemys albocaudata"
"32941",45048,"Myosorex zinki"
"32942",5570,"Crocidura latona"
"32943",6822,"Dremomys pernyi"
"32946",7671,"Emballonura atrata"
"32948",136726,"Crocidura baluensis"
"32949",15247,"Oligoryzomys flavescens"
"32950",13644,"Molossus rufus"
"32951",19416,"Reithrodontomys spectabilis"
"32952",4133,"Centurio senex"
"32955",41366,"Crocidura whitakeri"
"32958",20217,"Sigmodon ochrognathus"
"32959",6284,"Dasyprocta leporina"
"33154",4203,"Cercocebus sanjei"
"33156",41685,"Procyon cancrivorus"
"33161",13704,"Monodon monoceros"
"33162",14999,"Nyctomys sumichrasti"
"33163",136387,"Pteropus pelewensis"
"33176",23059,"Vulpes velox"
"33177",5755,"Cryptomys hottentotus"
"33180",40512,"Monodelphis adusta"
"33183",41306,"Lepus granatensis"
"33187",20216,"Sigmodon mascotensis"
"33188",22451,"Tupaia longipes"
"33189",41614,"Herpestes javanicus"
"33200",42627,"Microtus longicaudus"
"33203",10054,"Hippocamelus bisulcus"
"33222",40589,"Oryzorictes hova"
"33223",136470,"Uromys emmae"
"33224",6663,"Diplomys labilis"
"33225",13989,"Mus vulcani"
"33229",41424,"Sorex unguiculatus"
"33252",22805,"Uromys porculus"
"33253",41496,"Tupaia javanica"
"33257",10130,"Hipposideros doriae"
"33260",45097,"Myomyscus verreauxii"
"33261",6691,"Dipodomys ordii"
"33262",136649,"Pipistrellus pygmaeus"
"33288",21466,"Taphozous troughtoni"
"33289",21183,"Syconycteris hobbit"
"33292",22090,"Triaenops persicus"
"33310",12826,"Marmota himalayana"
"33311",10146,"Hipposideros macrobullatus"
"33314",6302,"Daubentonia madagascariensis"
"33316",13433,"Microtus hyperboreus"
"33317",29652,"Crocidura russula"
"33325",39833,"Semnopithecus ajax"
"33326",136800,"Cheirogaleus minusculus"
"33327",2058,"Arctocephalus gazella"
"33328",15133,"Oecomys concolor"
"33330",14937,"Nycteris tragata"
"33334",41651,"Martes pennanti"
"33337",136376,"Lepilemur aeeclis"
"33338",136781,"Crocidura hutanis"
"33339",62017,"Microgale nasoloi"
"33342",13844,"Mops niangarae"
"33343",9674,"Prolemur simus"
"33346",40789,"Trachypithecus hatinhensis"
"33347",8826,"Galemys pyrenaicus"
"33348",9486,"Graphiurus monardi"
"33349",10605,"Hylopetes phayrei"
"33356",13297,"Marmosa constantiae"
"33357",2130,"Enchisthenes hartii"
"33361",6775,"Dobsonia exoleta"
"33373",18751,"Pteropus poliocephalus"
"33378",13958,"Mus cookii"
"33383",41337,"Crocidura monticola"
"33395",136755,"Antechinus subtropicus"
"33397",41447,"Crocidura nigripes"
"33398",136645,"Lepilemur sahamalazensis"
"33399",136478,"Hipposideros grandis"
"33404",136244,"Marmosa phaea"
"33405",44917,"Neoromicia brunnea"
"33407",40584,"Acrobates pygmaeus"
"33410",9155,"Gerbillus watersi"
"33413",40520,"Thylamys velutinus"
"33414",8203,"Eulemur rubriventer"
"33415",11162,"Lagorchestes hirsutus"
"33418",2124,"Artibeus cinereus"
"33419",41259,"Ochotona dauurica"
"33422",12821,"Marmosops impavidus"
"33424",136577,"Platyrrhinus masu"
"33425",18726,"Pteropus gilliardorum"
"33428",136732,"Dendrolagus notatus"
"33429",7121,"Elaphurus davidianus"
"33433",11352,"Lasiurus intermedius"
"33437",136638,"Heteromys oasicus"
"33439",14135,"Myotis nattereri"
"33464",136615,"Cercocebus agilis"
"33465",14113,"Myosorex rumpii"
"33466",41438,"Suncus lixus"
"33473",14361,"Chilonatalus tumidifrons"
"33478",44786,"Rhinolophus ziama"
"33479",40553,"Isoodon obesulus"
"33502",42456,"Marmota caligata"
"33503",19401,"Reithrodontomys raviventris"
"33511",136290,"Mazama temama"
"33512",41432,"Episoriculus leucops"
"33516",4670,"Chironax melanocephalus"
"33534",4811,"Chrotopterus auritus"
"33535",6234,"Beatragus hunteri"
"33537",8306,"Euphractus sexcinctus"
"33538",16683,"Peromyscus ochraventer"
"33539",40614,"Chimarrogale himalayica"
"33546",41619,"Herpestes vitticollis"
"33548",16658,"Peromyscus difficilis"
"33549",41471,"Scalopus aquaticus"
"33552",13941,"Harpiola grisea"
"33553",136633,"Ctenomys roigi"
"33554",2354,"Atherurus macrourus"
"33561",41766,"Procavia capensis"
"33569",7939,"Vespadelus regulus"
"33573",15093,"Octomys mimax"
"33575",10153,"Hipposideros obscurus"
"33583",136523,"Pseudohydromys germani"
"33584",3612,"Calomys hummelincki"
"33590",19800,"Saccolaimus mixtus"
"33593",4265,"Rucervus eldii"
"33613",9133,"Gerbillus lowei"
"33614",13212,"Mesembriomys macrurus"
"33619",136338,"Delomys collinus"
"33620",136665,"Necromys benefactus"
"33637",15250,"Oligoryzomys longicaudatus"
"34598",11353,"Lasiurus seminolus"
"34603",11350,"Lasiurus ega"
"34605",19605,"Rhipidomys austrinus"
"34606",11140,"Lagenodelphis hosei"
"34607",13643,"Molossops temminckii"
"34608",136641,"Mus cypriacus"
"34609",12827,"Marmota menzbieri"
"34610",3906,"Carollia subrufa"
"34611",136432,"Akodon aliquantulus"
"34612",3798,"Capra pyrenaica"
"34634",6705,"Dipus sagitta"
"34677",266,"Acomys ignitus"
"34678",136771,"Lepilemur grewcockorum"
"34679",10845,"Iomys horsfieldii"
"34687",136429,"Myotis laniger"
"34689",20297,"Sminthopsis leucopus"
"34702",14199,"Myotis scotti"
"34704",723,"Akodon aerosus"
"34707",13464,"Microtus tatricus"
"34710",12721,"Mallomys aroaensis"
"34712",12893,"Maxomys bartelsii"
"34716",136267,"Cryptotis medellinia"
"34718",136535,"Microtus dogramacii"
"34719",12897,"Maxomys inas"
"34722",2139,"Artibeus planirostris"
"34723",16780,"Petromyscus shortridgei"
"34724",39949,"Cebus apella"
"34726",14201,"Myotis septentrionalis"
"34728",14662,"Nesolagus netscheri"
"34730",16776,"Petromus typicus"
"34731",21792,"Thomasomys taczanowskii"
"34732",2397,"Auliscomys pictus"
"34734",136816,"Apodemus epimelas"
"34737",20730,"Stenella clymene"
"34738",13356,"Microgale dryas"
"34739",16888,"Phascogale calura"
"34740",14209,"Myotis vivesi"
"34745",21332,"Taeromys punicans"
"34746",22783,"Uroderma magnirostrum"
"34748",41274,"Lepus arcticus"
"34773",6449,"Dendromus vernayi"
"34774",13120,"Melomys fraterculus"
"34775",16856,"Phalanger gymnotis"
"34787",41535,"Cebuella pygmaea"
"34791",739,"Akodon kofordi"
"34794",10957,"Kannabateomys amblyonyx"
"34795",18750,"Pteropus pohlei"
"34798",23060,"Vulpes chama"
"34799",45076,"Gerbilliscus gambiana"
"34801",16873,"Phaner parienti"
"34802",136422,"Rhipidomys macrurus"
"34803",15655,"Otomys laminatus"
"34806",41305,"Lepus corsicanus"
"34810",14918,"Nyctalus lasiopterus"
"34823",136398,"Cryptotis merriami"
"34825",2802,"Bibimys labiosus"
"34826",9485,"Graphiurus microtis"
"34831",13560,"Mimon crenulatum"
"34837",5602,"Crocidura grayi"
"34841",6795,"Dorcopsis hageni"
"34842",11794,"Lepus insularis"
"34843",136360,"Tragulus versicolor"
"34845",1553,"Anomalurus pusillus"
"34847",19337,"Rattus jobiensis"
"34850",3651,"Caluromysiops irrupta"
"34851",19754,"Rousettus amplexicaudatus"
"34977",9680,"Hapalomys longicaudatus"
"34986",136477,"Hipposideros rotalis"
"34987",21524,"Taterillus gracilis"
"34988",29660,"Sorex alpinus"
"34991",10755,"Ia io"
"34994",42577,"Tamias ruficaudus"
"34995",11305,"Lariscus insignis"
"35002",14814,"Niviventer confucianus"
"35004",40570,"Petrogale brachyotis"
"35022",40653,"Galagoides thomasi"
"35026",15001,"Nyctophilus bifax"
"35041",9457,"Grammomys ibeanus"
"35047",18740,"Pteropus melanotus"
"35062",21212,"Sylvilagus transitionalis"
"35067",21360,"Tamias sibiricus"
"35079",8703,"Funambulus sublineatus"
"35086",136722,"Crocidura ramona"
"35088",11511,"Leopardus wiedii"
"35090",10125,"Hipposideros curtus"
"35092",1271,"Andinomys edax"
"35093",42648,"Pseudomys chapmani"
"35094",21152,"Sundamys muelleri"
"35183",136461,"Funisciurus duchaillui"
"35184",13698,"Monodelphis osgoodi"
"35185",14519,"Neofelis nebulosa"
"35204",18272,"Trinomys albispinus"
"35205",41463,"Mogera insularis"
"35208",2540,"Bandicota bengalensis"
"35215",6219,"Dacnomys millardi"
"35220",11145,"Lagenorhynchus obliquidens"
"35221",136483,"Akodon paranaensis"
"35223",15603,"Euryoryzomys legatus"
"35224",8997,"Genetta johnstoni"
"35227",14963,"Nyctimene cephalotes"
"35238",10984,"Kerivoula phalaena"
"35240",41269,"Ochotona rufescens"
"35250",6520,"Diaemus youngi"
"35254",136235,"Cheirogaleus crossleyi"
"35255",136495,"Myotis nipalensis"
"35258",19362,"Rattus simalurensis"
"35262",22045,"Trachypithecus poliocephalus"
"35266",7668,"Emballonura raffrayana"
"35286",16685,"Peromyscus perfulvus"
"35287",21145,"Suncus malayanus"
"35288",39792,"Macaca leonina"
"35290",12354,"Lophuromys luteogaster"
"35291",11062,"Kunsia fronto"
"35294",13382,"Neonycteris pusilla"
"35295",13878,"Mormoops megalophylla"
"35303",2122,"Artibeus anderseni"
"35304",13164,"Meriones libycus"
"35311",3605,"Callosciurus quinquestriatus"
"35312",43912,"Alouatta discolor"
"35313",11142,"Lagenorhynchus albirostris"
"35315",12518,"Lynx canadensis"
"35324",136753,"Akodon philipmyersi"
"35325",5590,"Crocidura orii"
"35328",42668,"Coccymys ruemmleri"
"35329",567,"Aethomys silindensis"
"35330",136377,"Calomyscus elburzensis"
"35331",17885,"Pogonomys sylvestris"
"35336",6204,"Cystophora cristata"
"35337",11170,"Lagostomus maximus"
"35338",136703,"Gerbillus percivali"
"35340",41705,"Prionodon linsang"
"35361",12375,"Loris tardigradus"
"35363",16971390,"Microcebus arnholdi"
"35364",7911,"Eptesicus serotinus"
"35415",40594,"Setifer setosus"
"35416",10283,"Hybomys univittatus"
"35419",14854,"Notiomys edwardsii"
"35420",21489,"Tarsius dentatus"
"35421",8199,"Eulemur coronatus"
"35422",14151,"Myotis chiloensis"
"35424",15245,"Oligoryzomys destructor"
"35426",136434,"Avahi ramanantsoavanai"
"35427",20721,"Steatomys parvus"
"35430",5616,"Crocidura religiosa"
"35431",5623,"Crocidura caliginea"
"35432",199836,"Thylamys fenestrae"
"35435",136296,"Marmosops bishopi"
"35440",40608,"Hemiechinus collaris"
"35443",11699,"Leptonycteris curasoae"
"35448",4772,"Choeroniscus godmani"
"35450",7626,"Eliurus webbi"
"35452",4683,"Chiropodomys muroides"
"35454",15628,"Genetta piscivora"
"35456",41576,"Cheirogaleus sibreei"
"35457",20296,"Sminthopsis archeri"
"35461",21156,"Sundasciurus jentinki"
"35464",22132,"Trichys fasciculata"
"35467",41324,"Crocidura horsfieldii"
"35471",5764,"Cryptotis gracilis"
"35472",16636,"Perognathus longimembris"
"35478",8010,"Erignathus barbatus"
"35479",3905,"Carollia perspicillata"
"35483",17328,"Pipistrellus arabicus"
"35484",2803,"Bibimys torresi"
"35488",4227,"Cercopithecus preussi"
"35496",136574,"Prosciurillus rosenbergii"
"35497",44793,"Glauconycteris egeria"
"35498",2154,"Asellia tridens"
"36308",20411,"Sorex samniticus"
"36309",20720,"Steatomys krebsii"
"36313",2538,"Balionycteris maculata"
"36319",40525,"Antechinus minimus"
"36329",42625,"Microtus canicaudus"
"36330",6268,"Dasymys foxi"
"36331",10981,"Kerivoula papillosa"
"36346",136474,"Laonastes aenigmamus"
"36347",3327,"Bunomys andrewsi"
"36349",18504,"Pseudochirops corinnae"
"36351",42606,"Microdipodops megacephalus"
"36354",5578,"Crocidura nimbae"
"36355",136411,"Myotis rufopictus"
"36360",41493,"Tupaia dorsalis"
"36361",136510,"Macrotarsomys petteri"
"36362",136676,"Akodon pervalens"
"36363",136520,"Cavia intermedia"
"36364",6289,"Dasypus kappleri"
"36365",10596,"Hylomyscus denniae"
"36370",13132,"Melomys rubicola"
"36371",18768,"Pteropus voeltzkowi"
"36372",41530,"Tonatia saurophila"
"36375",15241,"Oligoryzomys andinus"
"36376",1907,"Apodemus alpicola"
"36377",5606,"Crocidura mindorus"
"36379",136603,"Neofelis diardi"
"36387",41600,"Herpestes pulverulentus"
"36388",18505,"Pseudochirops cupreus"
"36389",6329,"Delomys dorsalis"
"36390",23204,"Zenkerella insignis"
"36392",6684,"Dipodomys agilis"
"36393",13837,"Mops brachypterus"
"36400",136200,"Phalanger matabiru"
"36402",40027,"Lonchorhina inusitata"
"36403",41678,"Bassaricyon alleni"
"36404",8239,"Eumetopias jubatus"
"36406",42393,"Odocoileus hemionus"
"36411",16022,"Papio ursinus"
"36413",20196,"Sicista kluchorica"
"36416",5817,"Ctenomys occultus"
"36417",11143,"Lagenorhynchus australis"
"36418",44704,"Muntiacus truongsonensis"
"36420",7578,"Eligmodontia morgani"
"36421",5618,"Crocidura susiana"
"36422",41630,"Conepatus chinga"
"36424",5559,"Crocidura baileyi"
"36428",19805,"Saccopteryx canescens"
"36433",18728,"Pteropus howensis"
"36437",40530,"Ningaui timealeyi"
"36438",136731,"Lepilemur ankaranensis"
"36439",136413,"Thomasomys caudivarius"
"36440",42462,"Sciurus carolinensis"
"36449",6909,"Dugong dugon"
"36500",20295,"Sminthopsis butleri"
"36503",41770,"Potamochoerus larvatus"
"36509",45056,"Lophuromys dieterleni"
"36510",42692,"Mico saterei"
"36511",136522,"Melomys matambuai"
"36512",41267,"Ochotona princeps"
"36517",11856,"Lestodelphys halli"
"36527",45077,"Taterillus tranieri"
"36528",41659,"Mustela sibirica"
"36539",15141,"Oecomys speciosus"
"36543",16665,"Peromyscus guatemalensis"
"36544",12303,"Lontra felina"
"36545",136303,"Lemmus portenkoi"
"36547",19406,"Reithrodontomys darienensis"
"36548",17360,"Pipistrellus pulveratus"
"36552",41566,"Callicebus regulus"
"36553",22823,"Ursus maritimus"
"36572",45061,"Mastomys huberti"
"36575",136393,"Chaerephon jobimena"
"36636",15309,"Leopardus colocolo"
"36639",13457,"Neodon sikimensis"
"36641",13944,"Murina puta"
"36642",41542,"Aotus nigriceps"
"36643",4331,"Chaetodipus formosus"
"36644",5615,"Crocidura pergrisea"
"36645",855,"Allactaga firouzi"
"36646",574,"Aethomys nyikae"
"36648",18306,"Caracal aurata"
"36651",19750,"Rousettus madagascariensis"
"36728",20630,"Sphiggurus spinosus"
"36729",14153,"Myotis ciliolabrum"
"36730",15955,"Panthera tigris"
"36861",20007,"Sciurus colliaei"
"36862",4983,"Cloeotis percivali"
"36867",13432,"Microtus guatemalensis"
"36870",18559,"Pseudomys apodemoides"
"36871",41778,"Tayassu pecari"
"36952",13981,"Mus setzeri"
"36956",17026,"Phocarctos hookeri"
"36957",20222,"Sigmodontomys aphrastus"
"36961",19610,"Rhipidomys leucodactylus"
"36962",41714,"Tursiops aduncus"
"36963",16693,"Peromyscus stirtoni"
"36964",41446,"Suncus megalura"
"36966",40597,"Huetia leucorhina"
"36969",4148,"Cephalophus ogilbyi"
"36973",10954,"Kadarsanomys sodyi"
"36974",199832,"Philander olrogi"
"36976",6429,"Dendrolagus goodfellowi"
"36979",13453,"Microtus quasiater"
"36980",40651,"Galagoides orinus"
"36990",19356,"Rattus palmarum"
"36992",21692,"Thallomys paedulcus"
"36993",136449,"Myoictis leucura"
"36995",20950,"Sturnira bidens"
"36996",29462,"Microgale monticola"
"36998",40550,"Sminthopsis youngsoni"
"36999",10968,"Kerivoula agnella"
"37003",15602,"Euryoryzomys lamia"
"37004",6090,"Cynomys parvidens"
"37009",6491,"Dephomys defua"
"37010",12419,"Lutra lutra"
"37028",12892,"Maxomys baeodon"
"37029",23041,"Microtus clarkei"
"37032",41665,"Otaria bryonia"
"37033",12075,"Liomys pictus"
"37034",136712,"Lemmus trimucronatus"
"37046",2129,"Artibeus gnomus"
"37047",11795,"Lepus othus"
"37048",12270,"Lonchorhina aurita"
"37053",136193,"Hylomys megalotis"
"37054",44927,"Neoromicia zuluensis"
"37056",18703,"Pteromyscus pulverulentus"
"37061",21457,"Taphozous hilli"
"37063",42675,"Oryzomys palustris"
"37072",40545,"Sminthopsis longicaudata"
"37074",13394,"Micropotamogale ruwenzorii"
"37075",16631,"Perognathus alticolus"
"37077",6206,"Cyttarops alecto"
"37082",6330,"Delomys sublineatus"
"37083",15782,"Oxymycterus akodontius"
"37084",136763,"Pogonomys fergussoniensis"
"37087",41683,"Nasua narica"
"37092",41565,"Callicebus purinus"
"37093",136647,"Cratogeomys goldmani"
"37094",20729,"Stenella attenuata"
"37095",18134,"Presbytis siamensis"
"37103",20218,"Sigmodon peruanus"
"37105",18747,"Pteropus personatus"
"37113",41508,"Antechinus swainsonii"
"37119",7936,"Eptesicus pachyotis"
"37123",21984,"Lophostoma brasiliense"
"37128",41470,"Parascaptor leucura"
"37135",12945,"Megaerops kusnotoi"
"37139",9460,"Grammomys kuru"
"37143",136390,"Ctenomys osvaldoreigi"
"37144",7140,"Elephas maximus"
"37313",136344,"Erinaceus roumanicus"
"37330",136675,"Scotophilus tandrefana"
"37331",15050,"Ochotona iliensis"
"37334",136599,"Dendrohyrax validus"
"37350",11798,"Lepus fagani"
"37351",40642,"Alouatta macconnelli"
"37352",5583,"Crocidura tansaniana"
"37354",10220,"Holochilus sciureus"
"37355",20492,"Spermophilus suslicus"
"37358",1869,"Aplodontia rufa"
"37362",19520,"Rhinolophus acuminatus"
"37374",15663,"Otonycteris hemprichii"
"37383",15585,"Handleyomys alfaroi"
"37386",136238,"Crocidura tanakae"
"37387",41361,"Crocidura tarfayensis"
"37388",21507,"Tateomys macrocercus"
"37389",41450,"Anourosorex squamipes"
"37391",4146,"Cephalophus nigrifrons"
"37401",12309,"Lophocebus albigena"
"37404",136725,"Oxymycterus caparoae"
"37405",16019,"Papio hamadryas"
"37407",16857,"Phalanger intercastellanus"
"37418",17013,"Phoca vitulina"
"37421",2554,"Barbastella leucomelas"
"37435",41534,"Arielulus circumdatus"
"37443",41310,"Sylvilagus robustus"
"37444",5143,"Colobus guereza"
"37449",136420,"Saccopteryx antioquensis"
"37450",1583,"Antechinus godmani"
"37451",17571,"Platyrrhinus infuscus"
"37452",22837,"Vampyressa bidens"
"37453",29401,"Hylaeamys tatei"
"37454",5528,"Cricetulus migratorius"
"37458",136256,"Trichosurus cunninghami"
"37463",136282,"Sorex rohweri"
"37466",14357,"Nasuella olivacea"
"37467",20320,"Solenodon cubanus"
"37469",44924,"Neoromicia rendalli"
"37471",44938,"Acomys johannis"
"37474",16210,"Paraxerus palliatus"
"37477",10152,"Hipposideros nequam"
"37478",12855,"Massoutiera mzabi"
"37483",13895,"Moschus chrysogaster"
"37484",21779,"Thomasomys ischyrus"
"37486",136697,"Myotis macropus"
"37492",136380,"Geomys attwateri"
"37493",19751,"Rousettus spinalatus"
"37495",44858,"Fukomys anselli"
"37496",136758,"Ctenomys viperinus"
"37497",42459,"Marmota olympus"
"37498",18765,"Pteropus tuberculatus"
"37499",16893,"Phascolosorex doriae"
"37500",7624,"Eliurus penicillatus"
"37501",14019,"Mustela lutreolina"
"37506",136783,"Crocidura rapax"
"37514",19345,"Rattus marmosurus"
"37515",12420,"Lutra maculicollis"
"37517",136421,"Chaetodipus dalquesti"
"37518",17316,"Pipistrellus nathusii"
"37541",5822,"Ctenomys pontifex"
"37542",41339,"Crocidura muricauda"
"37543",10300,"Hydrochoerus hydrochaeris"
"37544",14967,"Nyctimene vizcaccia"
"37588",4319,"Chaerephon russatus"
"37591",13969,"Mus mayori"
"37599",136366,"Cebus cay"
"37600",16629,"Perodicticus potto"
"37607",16671,"Peromyscus madrensis"
"37611",42624,"Lemmiscus curtatus"
"37612",3597,"Callosciurus inornatus"
"37613",16659,"Peromyscus eremicus"
